Tokyo_01;HL2;1200
Tokyo_02;HL4;1000
Tokyo_03;HL4;350
Tokyo_04;HL2;800
Tokyo_05;HL2;750
Tokyo_06;HL4;2000
Tokyo_07;HL3;1500
Tokyo_08;HL4;900
Tokyo_09;HL4;200
Tokyo_10;HL4;100
Tokyo_11;HL4;850
Tokyo_12;HL4;1300
Tokyo_13;HL3;1900
Tokyo_14;HL4;500
Tokyo_15;HL4;1600
Tokyo_16;HL3;800
Tokyo_17;HL4;900
Tokyo_18;HL4;1000
Tokyo_19;HL4;900
Tokyo_20;HL4;1600
Tokyo_21;HL4;300
Tokyo_22;HL4;900
Tokyo_23;HL4;150
